ZCTA,density,classification
7832,30,3
7834,559,2
7836,286,2
7838,51,3
7840,332,2
7843,1138,2
7847,290,2
7848,71,3
7849,457,2
7850,722,2
7852,465,2
7853,127,2
7856,536,2
7857,1273,2
7860,97,3
7863,65,3
7865,60,3
7866,372,2
7869,444,2
7871,194,2
7874,252,2
7876,638,2
7878,1366,2
7882,175,2
7885,249,2
7901,1305,2
7920,427,2
7921,206,2
7922,750,2
7924,217,2
7927,707,2
7928,797,2
7930,113,2
7931,54,3
7932,586,2
7933,239,2
7934,152,2
7935,57,2
7936,493,2
7940,1185,2
7945,170,2
7946,256,2
7950,810,2
7960,471,2
7974,1049,2
7976,43,2
7977,165,2
7979,76,3
7980,313,2
7981,512,2
8001,117,2
8002,1256,2
8003,986,2
8004,336,2
8005,184,2
8006,378,2
8007,1723,2
8008,317,2
8009,349,2
8010,1232,2
8012,999,2
8014,70,3
8015,157,2
8016,527,2
8019,5,3
8020,184,2
8021,1402,2
8022,156,2
8023,181,2
8026,360,2
8027,262,2
8028,433,2
8029,1844,2
8030,1875,2
8031,1544,2
8033,1677,2
8034,1168,2
8035,1924,2
8036,354,2
8037,74,3
8041,29,3
8043,998,2
8045,840,2
8046,1479,2
8048,346,2
8049,1656,2
8050,305,2
8051,1194,2
8052,2231,2
8053,602,2
8054,808,2
8055,244,2
8056,171,2
8057,497,2
8059,1867,2
8060,405,2
8061,655,2
8062,166,2
8063,1094,2
8065,1692,2
8066,706,2
8067,31,3
8068,108,2
8069,297,2
8070,262,2
8071,1122,2
8075,1085,2
8077,806,2
8078,1651,2
8079,49,3
8080,450,2
8081,636,2
8083,1422,2
8084,1706,2
8085,132,2
8086,439,2
8087,194,2
8088,68,3
8089,79,2
8090,1158,2
8091,611,2
8092,59,3
8093,836,2
8094,269,2
8096,928,2
8097,850,2
8098,60,3
8102,2612,1
8103,2175,1
8104,2664,1
8105,3307,1
8106,2497,2
8107,3177,2
8108,2851,2
8109,1762,2
8110,952,2
8201,684,2
8202,120,2
8203,666,2
8204,381,2
8205,248,2
8210,93,3
8212,197,2
8215,45,3
8221,681,2
8223,127,2
8224,42,3
8225,509,2
8226,930,1
8230,162,2
8232,1054,2
8234,246,2
8241,56,2
8242,264,2
8243,480,2
8244,812,2
8247,95,3
8251,678,2
8260,399,2
8270,25,3
8302,99,2
8310,64,3
8311,25,3
8312,483,2
8314,10,3
8316,40,3
8317,63,3
8318,57,3
8319,32,3
8321,14,3
8322,126,2
8323,19,3
8324,23,3
8326,172,2
8327,59,3
8328,237,2
8330,86,3
8332,128,2
8340,28,3
8341,365,2
8343,52,3
8344,85,3
8345,16,3
8346,72,3
8348,80,3
8349,20,3
8350,70,3
8352,514,2
8353,164,2
8360,352,2
8361,210,2
8401,1456,1
8402,2230,2
8403,245,2
8406,2315,2
8501,86,3
8502,285,2
8505,331,2
8510,86,3
8511,114,2
8512,182,2
8514,63,3
8515,72,3
8518,1081,2
8520,573,2
8525,84,2
8527,226,2
8528,209,2
8530,124,2
8533,124,2
8534,218,2
8535,94,3
8536,1123,2
8540,331,2
8542,2898,2
8550,350,2
8551,71,3
8553,452,2
8554,1375,2
8555,181,2
8558,140,2
8559,50,3
8560,100,2
8562,123,2
8608,1824,1
8609,3353,1
8610,1534,2
8611,3018,1
8618,2214,1
8619,942,2
8620,493,2
8628,564,2
8629,4964,1
8638,1471,2
8640,37,3
8641,193,2
8648,722,2
8690,1014,2
8691,222,2
8701,987,1
8720,175,2
8721,479,2
8722,1293,2
8723,1033,2
8724,1239,2
8730,1027,2
8731,158,2
8732,1127,2
8733,247,2
8734,464,2
8735,952,2
8736,1072,2
8738,538,2
8740,1872,2
8741,1217,2
8742,1762,2
8750,800,2
8751,1596,2
8752,232,2
8753,1022,2
8755,620,2
8757,669,2
8758,238,2
8759,297,2
8801,179,2
8802,59,3
8804,83,3
8805,1532,2
8807,535,2
8809,322,2
8810,381,2
8812,927,2
8816,798,2
8817,1463,2
8820,1283,2
8821,435,2
8822,177,2
8823,1040,2
8824,1015,2
8825,63,3
8826,101,3
8827,90,3
8828,1048,2
8829,585,2
8830,2004,2
8831,375,2
8832,700,2
8833,96,3
8835,1701,2
8836,292,2
8837,680,2
8840,1989,2
8844,247,2
8846,1417,2
8848,95,3
8850,1251,2
8852,436,2
8853,169,2
8854,904,2
8857,598,2
8859,1743,2
8861,3122,1
8863,1771,2
8865,272,2
8867,59,3
8869,1341,2
8872,773,2
8873,573,2
8876,550,2
8879,1249,2
8880,2634,2
8882,2041,2
8884,1380,2
8886,158,2
8887,769,2
8889,150,2
8901,2231,1
8902,1082,2
8904,3248,2
10001,17763,1
10002,37457,1
10003,49582,1
10004,3021,1
10005,57446,1
10006,19467,1
10007,17423,1
10009,48917,1
10010,42343,1
10011,46040,1
10012,41294,1
10013,21913,1
10014,34780,1
10016,60476,1
10017,33634,1
10018,9519,1
10019,38096,1
10021,63912,1
10022,44158,1
10023,70026,1
10024,35939,1
10025,59085,1
10026,42768,1
10027,26222,1
10028,80121,1
10029,35610,1
10030,40842,1
10031,31702,1
10032,30788,1
10033,31364,1
10034,13328,1
10035,9151,1
10036,34273,1
10037,33655,1
10038,31577,1
10039,21749,1
10040,41692,1
10044,18599,1
10065,48041,1
10069,25923,1
10075,79038,1
10128,68590,1
10162,72818,1
10280,29370,1
10282,25460,1
10301,4023,1
10302,5027,1
10303,2626,1
10304,3726,1
10305,3562,1
10306,2791,1
10307,2510,1
10308,5140,1
10309,1631,1
10310,4658,1
10312,2737,1
10314,2239,1
10451,16853,1
10452,25174,1
10453,27628,1
10454,11495,1
10455,18090,1
10456,27625,1
10457,21558,1
10458,25967,1
10459,18847,1
10460,14838,1
10461,8238,1
10462,20172,1
10463,19646,1
10464,597,1
10465,4598,1
10466,11555,1
10467,15246,1
10468,23171,1
10469,9105,1
10470,4484,1
10471,3604,1
10472,20934,1
10473,9436,1
10474,2370,1
10475,10757,1
10501,272,2
10502,904,2
10504,160,2
10505,347,2
10506,118,2
10507,276,2
10509,193,2
10510,345,2
10511,574,2
10512,172,2
10514,304,2
10516,69,3
10517,616,2
10518,130,2
10519,157,2
10520,378,2
10522,1606,2
10523,697,2
10524,74,3
10526,205,2
10527,116,2
10528,1203,2
10530,1536,2
10532,914,2
10533,782,2
10535,465,2
10536,140,2
10537,851,2
10538,1714,2
10541,358,2
10543,1820,2
10546,404,2
10547,515,2
10548,484,2
10549,310,2
10550,6942,1
10552,5352,1
10553,5064,1
10560,80,3
10562,780,2
10566,2071,2
10567,297,2
10570,645,2
10573,2322,1
10576,83,3
10577,116,2
10578,150,2
10579,94,3
10580,707,2
10583,1109,2
10588,420,2
10589,472,2
10590,182,2
10591,859,2
10594,661,2
10595,390,2
10596,1098,2
10597,98,3
10598,389,2
10601,8828,1
10603,2051,2
10604,590,2
10605,1409,2
10606,3809,1
10607,1015,2
10701,5474,1
10703,4212,1
10704,4667,1
10705,6098,1
10706,1162,2
10707,3117,2
10708,2944,1
10709,2638,1
10710,2181,1
10801,4171,1
10803,1947,1
10804,1145,1
10805,4348,1
10901,493,2
10913,388,2
10914,58,3
10916,71,3
10917,172,2
10918,122,2
10919,87,3
10920,696,2
10921,180,2
10922,277,2
10923,1495,2
10924,116,2
10925,493,2
10926,241,2
10927,1742,2
10928,325,2
10930,205,2
10931,56,2
10933,140,2
10940,267,2
10941,153,2
10950,350,2
10952,994,2
10954,1227,2
10956,640,2
10958,44,3
10960,1480,2
10962,314,2
10963,69,3
10964,224,2
10965,1026,2
10968,2012,2
10969,41,3
10970,266,2
10973,87,3
10974,115,2
10975,26,3
10976,542,2
10977,1358,2
10979,705,2
10980,194,2
10983,942,2
10984,576,2
10986,62,2
10987,36,3
10988,103,2
10989,708,2
10990,121,2
10992,301,2
10993,1400,2
10994,380,2
10996,194,2
10998,54,3
11001,4125,2
11003,2970,1
11004,5237,1
11005,7484,1
11010,3427,1
11020,971,2
11021,3356,2
11023,1890,2
11024,633,2
11030,928,2
11040,2822,2
11050,1099,2
11096,2075,2
11101,3988,1
11102,17429,1
11103,23755,1
11104,30336,1
11105,9877,1
11106,19954,1
11109,49375,1
11201,16415,1
11203,12311,1
11204,16016,1
11205,15463,1
11206,19543,1
11207,11650,1
11208,8452,1
11209,14369,1
11210,12586,1
11211,14573,1
11212,19637,1
11213,21212,1
11214,14742,1
11215,12891,1
11216,24805,1
11217,21663,1
11218,17675,1
11219,17663,1
11220,16202,1
11221,20529,1
11222,11177,1
11223,13703,1
11224,12807,1
11225,25454,1
11226,28007,1
11228,10593,1
11229,14121,1
11230,16771,1
11231,10700,1
11232,6549,1
11233,19060,1
11234,4136,1
11235,15087,1
11236,8839,1
11237,15829,1
11238,20477,1
11239,10998,1
11354,9285,1
11355,16621,1
11356,4934,1
11357,5406,1
11358,6865,1
11360,6146,1
11361,6055,1
11362,2789,1
11363,3071,1
11364,5388,1
11365,6193,1
11366,4127,1
11367,6293,1
11368,10965,1
11369,10481,1
11370,6616,1
11372,32437,1
11373,20529,1
11374,20676,1
11375,16438,1
11377,12333,1
11378,4997,1
11379,6690,1
11385,9644,1
11411,5041,1
11412,6495,1
11413,3944,1
11414,4650,1
11415,15165,1
11416,10851,1
11417,8248,1
11418,6755,1
11419,11238,1
11420,6217,1
11421,9196,1
11422,4778,1
11423,6775,1
11426,4489,1
11427,4875,1
11428,6651,1
11429,5603,1
11432,8584,1
11433,6591,1
11434,6250,1
11435,11699,1
11436,6793,1
11501,3678,1
11507,2284,2
11509,1350,2
11510,2534,1
11514,1960,1
11516,2879,2
11518,3031,2
11520,2630,1
11530,1283,1
11542,1503,2
11545,358,2
11547,628,2
11548,467,2
11550,3764,1
11552,2134,1
11553,1778,2
11554,1986,2
11557,1377,1
11558,1948,2
11559,612,2
11560,302,2
11561,4228,1
11563,3620,1
11565,2816,2
11566,2165,2
11568,115,2
11569,1490,2
11570,2719,1
11572,2251,1
11575,2277,2
11576,974,2
11577,1396,2
11579,1766,2
11580,3272,1
11581,2608,1
11590,2078,1
11596,2760,2
11598,2057,2
11691,6887,1
11692,6201,1
11693,4717,1
11694,6059,1
11697,782,1
11701,1934,2
11702,597,2
11703,1839,2
11704,1681,2
11705,798,2
11706,1115,2
11709,1635,2
11710,2412,1
11713,686,2
11714,1849,2
11715,998,2
11716,434,2
11717,1251,2
11718,1192,2
11719,202,2
11720,1134,2
11721,933,2
11722,1310,2
11724,263,2
11725,993,2
11726,2351,1
11727,1210,2
11729,1525,2
11730,643,2
11731,1220,2
11732,891,2
11733,513,2
11735,1056,2
11738,1018,2
11739,488,2
11740,918,2
11741,1293,2
11742,929,2
11743,600,2
11746,872,2
11747,549,2
11749,471,2
11751,1332,2
11752,810,2
11753,1073,2
11754,915,2
11755,1292,2
11756,2524,1
11757,2287,1
11758,1665,2
11762,2434,2
11763,663,2
11764,462,2
11765,112,2
11766,686,2
11767,1147,2
11768,525,2
11769,833,2
11771,349,2
11772,1011,2
11776,1196,2
11777,807,2
11778,648,2
11779,1048,2
11780,458,2
11782,1028,2
11783,2043,2
11784,1464,2
11786,334,2
11787,816,2
11788,679,2
11789,1662,2
11790,676,2
11791,627,2
11792,293,2
11793,1138,2
11795,1465,2
11796,906,2
11797,602,2
11798,824,2
11801,1928,2
11803,1600,2
11804,605,2
11901,176,2
11930,67,3
11932,70,3
11933,105,2
11934,518,2
11935,132,2
11937,135,2
11939,183,2
11940,347,2
11941,306,2
11942,203,2
11944,435,2
11946,389,2
11947,242,2
11948,162,2
11949,147,2
11950,1152,2
11951,666,2
11952,193,2
11953,516,2
11954,77,3
11955,532,2
11956,140,2
11957,55,3
11958,89,3
11959,107,2
11960,232,2
11961,437,2
11962,39,3
11963,212,2
11964,92,3
11965,96,3
11967,706,2
11968,166,2
11970,443,2
11971,220,2
11972,195,2
11975,57,3
11976,54,3
11977,149,2
11978,98,3
11980,120,2
12008,224,2
12009,55,3
12010,92,2
12015,97,3
12017,9,3
12018,68,3
12019,194,2
12020,163,2
12022,13,3
12023,16,3
12025,61,3
12027,207,2
12028,20,3
12029,21,3
12032,4,3
12033,115,2
12035,52,3
12037,58,3
12041,118,2
12042,28,3
12043,51,3
12045,316,2
12046,21,3
12047,992,2
12051,86,3
12052,20,3
12053,28,3
12054,444,2
12056,50,3
12057,20,3
12058,30,3
12059,26,3
12060,18,3
12061,181,2
12062,25,3
12063,119,2
12064,20,3
12065,490,2
12066,26,3
12067,29,3
12068,41,3
12070,47,3
12071,12,3
12072,21,3
12074,33,3
12075,33,3
12076,9,3
12077,232,2
12078,90,3
12083,36,3
12084,550,2
12085,1108,2
12086,126,2
12087,20,3
12090,44,3
12092,37,3
12093,10,3
12094,29,3
12095,82,3
12106,65,3
12108,1,3
12110,522,2
12116,21,3
12117,30,3
12118,186,2
12120,14,3
12121,35,3
12122,18,3
12123,65,3
12124,97,3
12125,33,3
12130,647,2
12132,77,3
12134,8,3
12136,19,3
12137,28,3
12138,16,3
12139,1,3
12140,77,3
12143,107,2
12144,473,2
12147,11,3
12148,111,2
12149,22,3
12150,359,2
12151,121,2
12153,18,3
12154,26,3
12155,14,3
12156,24,3
12157,39,3
12158,81,3
12159,235,2
12160,21,3
12164,4,3
12166,12,3
12167,22,3
12168,24,3
12169,13,3
12170,62,3
12172,310,2
12173,40,3
12174,110,2
12175,12,3
12177,370,2
12180,393,2
12182,461,2
12183,1722,2
12184,72,3
12185,32,3
12186,81,3
12187,12,3
12188,357,2
12189,1304,2
12190,2,3
12192,40,3
12193,21,3
12196,133,2
12197,14,3
12198,239,2
12202,2109,1
12203,1126,1
12204,847,2
12205,738,2
12206,3199,1
12207,1001,1
12208,2280,1
12209,1960,2
12210,5781,1
12211,552,2
12302,270,2
12303,777,2
12304,1267,2
12305,1786,1
12306,249,2
12307,3884,1
12308,2606,1
12309,720,2
12401,256,2
12404,39,3
12405,45,3
12406,9,3
12409,28,3
12410,4,3
12411,226,2
12412,47,3
12413,79,3
12414,75,3
12416,24,3
12417,741,2
12418,16,3
12419,120,2
12420,39,3
12421,11,3
12422,14,3
12423,38,3
12424,7,3
12427,4,3
12428,46,3
12429,55,3
12430,13,3
12431,37,3
12432,336,2
12433,59,3
12434,24,3
12435,14,3
12436,12,3
12439,19,3
12440,37,3
12442,14,3
12443,86,3
12444,16,3
12446,30,3
12448,17,3
12449,327,2
12451,63,3
12452,12,3
12453,296,2
12454,11,3
12455,12,3
12456,431,2
12457,26,3
12458,29,3
12460,53,3
12461,30,3
12463,59,3
12464,12,3
12465,51,3
12466,1028,2
12468,10,3
12469,9,3
12470,23,3
12472,201,2
12473,23,3
12474,12,3
12475,121,2
12477,120,2
12480,9,3
12481,48,3
12482,133,2
12483,33,3
12484,48,3
12485,49,3
12486,182,2
12487,80,3
12489,36,3
12491,80,3
12492,3,3
12493,26,3
12494,19,3
12495,16,3
12496,16,3
12498,110,2
12501,31,3
12502,15,3
12503,15,3
12508,496,2
12513,107,2
12514,42,3
12515,115,2
12516,44,3
12517,20,3
12518,231,2
12520,309,2
12521,21,3
12522,56,3
12523,35,3
12524,366,2
12525,56,3
12526,47,3
12528,122,2
12529,18,3
12531,69,3
12533,173,2
12534,85,3
12538,201,2
12540,77,3
12542,156,2
12543,97,3
12545,36,3
12546,28,3
12547,104,2
12548,94,3
12549,91,3
12550,529,2
12553,368,2
12561,103,2
12563,105,2
12564,66,3
12565,418,2
12566,72,3
12567,26,3
12569,116,2
12570,118,2
12571,67,3
12572,74,3
12574,310,2
12575,75,3
12577,114,2
12578,56,3
12580,75,3
12581,23,3
12582,107,2
12583,73,3
12585,61,3
12586,185,2
12589,83,3
12590,382,2
12592,29,3
12594,63,3
12601,838,2
12603,482,2
12701,78,3
12719,26,3
12721,95,3
12723,21,3
12724,15,3
12725,2,3
12726,16,3
12729,32,3
12732,15,3
12733,40,3
12734,25,3
12737,21,3
12738,21,3
12740,11,3
12741,19,3
12743,20,3
12746,23,3
12747,41,3
12748,38,3
12749,49,3
12751,92,3
12752,69,3
12754,108,2
12758,11,3
12759,95,3
12760,5,3
12762,30,3
12763,27,3
12764,13,3
12765,26,3
12766,22,3
12768,12,3
12769,23,3
12770,27,3
12771,161,2
12775,87,3
12776,8,3
12777,6,3
12778,51,3
12779,106,2
12780,39,3
12781,30,3
12783,19,3
12785,23,3
12786,20,3
12787,55,3
12788,36,3
12789,79,3
12790,44,3
12791,50,3
12792,41,3
12801,1658,1
12803,531,2
12804,206,2
12808,7,3
12809,26,3
12810,4,3
12814,16,3
12815,11,3
12816,30,3
12817,19,3
12819,6,3
12821,21,3
12822,37,3
12824,25,3
12827,12,3
12828,78,3
12831,94,3
12832,34,3
12833,48,3
12834,30,3
12835,11,3
12836,6,3
12837,22,3
12838,48,3
12839,170,2
12842,3,3
12843,4,3
12845,47,3
12846,23,3
12847,1,3
12849,51,3
12850,23,3
12851,1,3
12852,2,3
12853,8,3
12855,1,3
12857,5,3
12859,37,3
12860,19,3
12861,8,3
12863,61,3
12865,21,3
12866,233,2
12870,6,3
12871,53,3
12873,16,3
12878,4,3
12883,26,3
12884,355,2
12885,27,3
12886,8,3
12887,24,3
12901,176,2
12903,1022,1
12910,11,3
12912,9,3
12913,18,3
12914,12,3
12916,20,3
12917,12,3
12918,24,3
12919,32,3
12920,12,3
12921,29,3
12923,5,3
12926,18,3
12928,11,3
12929,381,2
12930,7,3
12932,9,3
12934,7,3
12935,6,3
12936,9,3
12937,19,3
12941,15,3
12942,6,3
12943,2,3
12944,19,3
12945,8,3
12946,19,3
12950,7,3
12952,9,3
12953,23,3
12955,5,3
12956,53,3
12957,22,3
12958,20,3
12959,14,3
12960,15,3
12962,51,3
12965,20,3
12966,13,3
12967,12,3
12969,2,3
12970,3,3
12972,29,3
12974,88,3
12975,41,3
12976,3,3
12978,57,3
12979,320,2
12980,2,3
12981,9,3
12983,17,3
12985,7,3
12986,11,3
12989,3,3
12992,29,3
12993,10,3
12996,18,3
12997,8,3
12998,18,3
13021,141,2
13026,22,3
13027,192,2
13028,29,3
13029,155,2
13030,122,2
13031,267,2
13032,63,3
13033,22,3
13034,32,3
13035,42,3
13036,71,3
13037,86,3
13039,291,2
13040,11,3
13041,210,2
13042,27,3
13044,35,3
13045,105,2
13052,14,3
13053,59,3
13054,27,3
13057,234,2
13060,70,3
13061,17,3
13063,19,3
13066,350,2
13068,42,3
13069,90,3
13071,16,3
13072,8,3
13073,45,3
13074,39,3
13076,56,3
13077,37,3
13078,92,3
13080,51,3
13081,16,3
13082,85,3
13083,12,3
13084,41,3
13088,1277,2
13090,789,2
13092,20,3
13101,25,3
13103,336,2
13104,127,2
13108,83,3
13110,38,3
13111,24,3
13112,36,3
13114,39,3
13116,1063,2
13118,21,3
13120,60,3
13122,22,3
13123,54,3
13126,135,2
13131,27,3
13132,69,3
13135,81,3
13136,11,3
13140,33,3
13141,19,3
13142,37,3
13143,23,3
13144,14,3
13145,48,3
13146,16,3
13147,13,3
13148,75,3
13152,50,3
13153,173,2
13155,12,3
13156,28,3
13157,643,2
13158,10,3
13159,26,3
13160,37,3
13162,103,2
13163,255,2
13164,75,3
13165,63,3
13166,54,3
13167,37,3
13202,2297,1
13203,4238,1
13204,1862,1
13205,2219,1
13206,1985,1
13207,1757,1
13208,2168,1
13209,449,2
13210,1826,1
13211,568,2
13212,828,2
13214,864,2
13215,160,2
13219,1320,2
13224,1260,2
13302,13,3
13303,13,3
13304,38,3
13305,109,2
13308,36,3
13309,16,3
13310,32,3
13312,3,3
13313,92,3
13314,44,3
13315,11,3
13316,16,3
13317,33,3
13318,20,3
13319,479,2
13320,11,3
13321,602,2
13322,35,3
13323,111,2
13324,7,3
13325,5,3
13326,26,3
13327,6,3
13328,33,3
13329,30,3
13331,1,3
13332,20,3
13334,18,3
13335,15,3
13337,18,3
13338,2,3
13339,24,3
13340,57,3
13343,12,3
13346,53,3
13348,16,3
13350,135,2
13354,24,3
13355,10,3
13357,144,2
13360,3,3
13361,10,3
13363,43,3
13365,27,3
13367,7,3
13368,10,3
13402,24,3
13403,61,3
13406,27,3
13407,42,3
13408,29,3
13409,27,3
13411,19,3
13413,343,2
13416,17,3
13417,1289,2
13420,3,3
13421,139,2
13424,78,3
13425,31,3
13428,40,3
13431,21,3
13433,16,3
13435,563,2
13437,2,3
13438,18,3
13439,19,3
13440,152,2
13452,24,3
13454,7,3
13456,59,3
13459,18,3
13460,25,3
13461,574,2
13464,12,3
13468,19,3
13469,80,3
13470,4,3
13471,14,3
13472,10,3
13473,6,3
13476,58,3
13477,28,3
13478,34,3
13480,25,3
13485,10,3
13486,11,3
13489,6,3
13490,44,3
13491,20,3
13492,327,2
13493,10,3
13494,8,3
13495,1108,2
13501,1704,1
13502,257,1
13601,110,2
13602,12,3
13603,548,2
13605,23,3
13606,29,3
13607,48,3
13608,16,3
13612,62,3
13613,13,3
13614,13,3
13615,128,2
13616,135,2
13617,28,3
13618,15,3
13619,39,3
13620,17,3
13621,9,3
13622,16,3
13624,31,3
13625,15,3
13626,9,3
13630,11,3
13633,6,3
13634,35,3
13635,8,3
13636,32,3
13637,48,3
13638,114,2
13640,11,3
13642,20,3
13646,8,3
13648,5,3
13650,14,3
13652,10,3
13654,13,3
13655,63,3
13656,12,3
13658,11,3
13659,4,3
13660,13,3
13661,13,3
13662,79,3
13664,169,2
13665,8,3
13666,3,3
13667,26,3
13668,36,3
13669,60,3
13670,3,3
13672,2,3
13673,24,3
13676,33,3
13679,12,3
13680,13,3
13681,10,3
13682,10,3
13684,3,3
13685,50,3
13687,2,3
13690,7,3
13691,16,3
13693,11,3
13694,29,3
13697,13,3
13730,24,3
13731,6,3
13732,96,3
13733,24,3
13734,24,3
13736,15,3
13739,10,3
13740,6,3
13743,25,3
13744,38,3
13746,36,3
13748,117,2
13750,17,3
13752,7,3
13753,20,3
13754,17,3
13755,9,3
13756,5,3
13757,12,3
13760,392,2
13775,13,3
13776,39,3
13777,46,3
13778,25,3
13780,19,3
13782,9,3
13783,10,3
13786,13,3
13787,22,3
13788,12,3
13790,288,2
13795,75,3
13796,23,3
13797,26,3
13801,8,3
13802,26,3
13803,17,3
13804,10,3
13807,21,3
13808,20,3
13809,21,3
13810,13,3
13811,27,3
13812,29,3
13813,13,3
13815,54,3
13820,74,3
13825,25,3
13827,53,3
13830,18,3
13832,10,3
13833,47,3
13835,14,3
13838,185,2
13839,15,3
13841,18,3
13842,15,3
13843,14,3
13844,12,3
13846,17,3
13849,29,3
13850,176,2
13856,15,3
13861,38,3
13862,29,3
13863,16,3
13864,18,3
13865,22,3
13901,379,2
13903,202,1
13904,170,2
13905,442,1
14001,60,3
14004,85,3
14005,21,3
14006,157,2
14008,21,3
14009,32,3
14011,36,3
14012,28,3
14013,16,3
14020,137,2
14024,10,3
14025,54,3
14026,361,2
14028,46,3
14030,35,3
14031,196,2
14032,116,2
14033,50,3
14034,27,3
14036,38,3
14037,26,3
14040,29,3
14042,35,3
14043,1260,2
14047,197,2
14048,274,2
14051,438,2
14052,111,2
14054,21,3
14055,17,3
14057,65,3
14058,21,3
14059,132,2
14060,10,3
14061,138,2
14062,19,3
14063,105,2
14065,19,3
14066,13,3
14067,38,3
14068,794,2
14069,43,3
14070,41,3
14072,281,2
14075,439,2
14080,33,3
14081,34,3
14082,18,3
14085,369,2
14086,360,2
14091,19,3
14092,241,2
14094,171,2
14098,24,3
14101,17,3
14102,123,2
14103,55,3
14105,38,3
14108,83,3
14111,36,3
14113,16,3
14120,579,2
14125,40,3
14126,492,2
14127,287,2
14129,19,3
14131,50,3
14132,84,3
14136,87,3
14138,16,3
14139,37,3
14141,44,3
14143,35,3
14145,23,3
14150,1247,2
14167,18,3
14170,74,3
14171,17,3
14172,53,3
14173,313,2
14174,96,3
14201,5576,1
14202,2280,1
14203,310,1
14204,2292,1
14206,1948,1
14207,2467,1
14208,3173,1
14209,4326,1
14210,1952,1
14211,2318,1
14212,2506,1
14213,4093,1
14214,2805,1
14215,3207,1
14216,3889,1
14217,3374,2
14218,1048,2
14219,729,2
14220,2676,1
14221,986,2
14222,5509,1
14223,2865,1
14224,842,2
14225,1278,1
14226,1805,2
14227,1233,2
14228,556,2
14301,3552,1
14302,7643,1
14303,1133,1
14304,605,2
14305,868,1
14411,44,3
14414,75,3
14416,39,3
14418,15,3
14420,119,2
14422,28,3
14423,38,3
14424,89,3
14425,217,2
14427,26,3
14428,62,3
14432,58,3
14433,26,3
14435,33,3
14437,32,3
14441,353,2
14445,1842,2
14450,526,2
14454,64,3
14456,100,3
14462,20,3
14464,91,3
14466,40,3
14467,340,2
14468,128,2
14469,37,3
14470,49,3
14471,44,3
14472,76,2
14476,35,3
14477,25,3
14478,31,3
14480,274,2
14481,32,3
14482,58,3
14485,47,3
14486,22,3
14487,70,3
14489,42,3
14502,109,2
14504,650,2
14505,52,3
14506,168,2
14507,16,3
14510,28,3
14511,94,3
14512,19,3
14513,121,2
14514,659,2
14516,33,3
14517,34,3
14519,110,2
14521,29,3
14522,83,3
14525,24,3
14526,479,2
14527,37,3
14530,46,3
14532,44,3
14533,23,3
14534,369,2
14536,15,3
14541,19,3
14543,48,2
14544,28,3
14546,57,3
14548,55,3
14550,32,3
14551,49,3
14555,148,2
14559,161,2
14560,23,3
14561,21,3
14564,131,2
14568,93,3
14569,34,3
14571,27,3
14572,28,3
14580,472,2
14586,336,2
14589,72,3
14590,32,3
14591,16,3
14604,3388,1
14605,2497,1
14606,1163,2
14607,5729,1
14608,2997,1
14609,2461,1
14610,1644,2
14611,2318,1
14612,839,2
14613,2938,1
14615,1186,1
14616,2028,2
14617,1237,2
14618,871,2
14619,3933,1
14620,2551,1
